vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Mambere_Kadei,retournes,agric,jtt_agric,petit_commerce,23.9%,19.3%,15.0%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Sangha_Mbaere,hote,agric,pche,petit_commerce,37.5%,24.1%,13.3%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Sangha_Mbaere,deplaces_FA,agric,pche,transformation_nat,39.1%,28.0%,9.37%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bamingui_Bangoran,retournes,distance,route_non_access,attente_longue,31.7%,19.2%,18.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bamingui_Bangoran,hote,route_non_access,distance,attente_longue,26.8%,21.3%,17.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bamingui_Bangoran,deplaces_site,distance,route_non_access,source_non_fonct,30.9%,11.7%,11.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bamingui_Bangoran,deplaces_FA,distance,route_non_access,manque_recip,23.6%,18.3%,12.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham,hote,manque_recip,attente_longue,distance,30.4%,20.4%,16.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham,deplaces_site,manque_recip,attente_longue,distance,34.1%,16.5%,13.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham,deplaces_FA,manque_recip,attente_longue,distance,36.3%,24.9%,12.6%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham,retournes,manque_recip,distance,attente_longue,32.5%,25.7%,16.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Basse_Kotto,deplaces_site,manque_recip,attente_longue,aucune,42.8%,18.0%,15.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Basse_Kotto,deplaces_FA,manque_recip,aucune,distance,36.2%,18.5%,16.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Basse_Kotto,hote,manque_recip,distance,qualite_eau,36.6%,18.5%,9.30%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Basse_Kotto,retournes,manque_recip,qualite_eau,aucune,34.9%,23.6%,12.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Vakaga,hote,manque_recip,attente_longue,distance,28.4%,23.8%,13.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Vakaga,deplaces_FA,manque_recip,attente_longue,distance,22.4%,19.4%,17.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bangui,hote,attente_longue,manque_recip,distance,23.2%,17.5%,16.6%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bangui,retournes,manque_recip,attente_longue,distance,25.2%,25.1%,20.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bangui,deplaces_FA,attente_longue,manque_recip,distance,21.0%,17.6%,15.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouaka,deplaces_site,manque_recip,attente_longue,aucune,32.6%,20.4%,12.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouaka,deplaces_FA,manque_recip,distance,attente_longue,30.2%,14.7%,13.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouaka,hote,manque_recip,attente_longue,qualite_eau,37.5%,13.8%,13.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouaka,retournes,manque_recip,distance,raisons_fin,32.2%,13.7%,13.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Mambere,hote,attente_longue,manque_recip,raisons_fin,26.6%,22.6%,12.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Mambere,deplaces_FA,distance,attente_longue,manque_recip,28.0%,23.6%,23.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Mambere,retournes,manque_recip,attente_longue,distance,25.9%,23.3%,13.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham_Pende,hote,manque_recip,distance,attente_longue,22.7%,18.3%,16.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham_Pende,deplaces_FA,distance,manque_recip,route_dangereux,25.3%,15.3%,10.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouham_Pende,retournes,manque_recip,distance,attente_longue,34.5%,19.7%,18.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Gribizi,deplaces_site,manque_recip,attente_longue,source_non_fonct,31.1%,30.3%,8.39%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Gribizi,hote,manque_recip,nsp,attente_longue,29.8%,27.3%,23.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Gribizi,deplaces_FA,attente_longue,manque_recip,qualite_eau,32.1%,26.7%,21.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Gribizi,retournes,manque_recip,distance,attente_longue,33.5%,20.4%,19.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mbomou,hote,manque_recip,distance,attente_longue,27.1%,19.8%,13.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mbomou,retournes,manque_recip,distance,route_non_access,20.6%,20.4%,12.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mbomou,deplaces_site,manque_recip,distance,raisons_fin,20.8%,18.1%,13.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mbomou,deplaces_FA,manque_recip,distance,attente_longue,21.4%,19.9%,9.76%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mambere_Kadei,deplaces_FA,manque_recip,distance,attente_longue,22.5%,18.3%,14.6%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mambere_Kadei,hote,distance,manque_recip,attente_longue,20.3%,18.4%,12.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ombella_MPoko,deplaces_FA,manque_recip,qualite_eau,attente_longue,33.7%,21.9%,12.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ombella_MPoko,hote,manque_recip,qualite_eau,attente_longue,29.3%,19.1%,14.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Kemo,hote,manque_recip,attente_longue,distance,31.6%,16.1%,12.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Kemo,deplaces_FA,manque_recip,aucune,attente_longue,35.6%,13.4%,10.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haut_Mbomou,deplaces_site,manque_recip,source_non_fonct,attente_longue,23.8%,16.0%,12.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haut_Mbomou,deplaces_FA,distance,attente_longue,source_non_fonct,30.1%,24.6%,19.6%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haut_Mbomou,hote,distance,attente_longue,manque_recip,25.3%,18.4%,12.6%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haute_Kotto,deplaces_FA,manque_recip,attente_longue,distance,29.2%,19.0%,11.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haute_Kotto,hote,manque_recip,source_non_fonct,attente_longue,19.7%,14.8%,13.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haute_Kotto,retournes,manque_recip,attente_longue,qualite_eau,23.3%,17.2%,16.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haute_Kotto,deplaces_site,distance,attente_longue,manque_recip,24.8%,21.1%,13.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Lobaye,deplaces_FA,attente_longue,manque_recip,distance,29.1%,21.4%,16.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Lobaye,hote,manque_recip,attente_longue,distance,23.9%,17.8%,13.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Haut_Mbomou,retournes,manque_recip,distance,source_non_fonct,32.1%,17.6%,15.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mambere_Kadei,retournes,manque_recip,attente_longue,distance,22.8%,18.4%,16.6%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Sangha_Mbaere,hote,manque_recip,distance,raisons_fin,24.0%,15.5%,11.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Sangha_Mbaere,deplaces_FA,manque_recip,distance,attente_longue,30.1%,19.4%,11.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bamingui_Bangoran,retournes,provision_abri,argent_nfi_essentiels,aide_reparation_abris,27.2%,17.0%,13.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bamingui_Bangoran,hote,argent_nfi_essentiels,argent_materiel,aide_securite,21.7%,21.0%,16.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bamingui_Bangoran,deplaces_site,argent_nfi_essentiels,provision_nfi_essentiels,argent_materiel,25.4%,13.8%,12.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bamingui_Bangoran,deplaces_FA,argent_nfi_essentiels,provision_nfi_essentiels,argent_materiel,26.3%,21.3%,11.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham,hote,argent_nfi_essentiels,argent_materiel,provision_materiel,21.8%,16.3%,13.5%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham,deplaces_site,argent_nfi_essentiels,argent_materiel,provision_nfi_essentiels,29.5%,19.6%,12.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham,deplaces_FA,argent_nfi_essentiels,provision_nfi_essentiels,argent_materiel,28.5%,19.2%,13.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham,retournes,argent_materiel,argent_nfi_essentiels,provision_nfi_essentiels,22.2%,21.0%,16.5%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Basse_Kotto,deplaces_site,argent_nfi_essentiels,argent_materiel,provision_abri,26.1%,16.2%,16.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Basse_Kotto,deplaces_FA,provision_abri,provision_nfi_essentiels,argent_nfi_essentiels,24.4%,20.3%,17.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Basse_Kotto,hote,provision_nfi_essentiels,provision_abri,argent_nfi_essentiels,26.1%,22.1%,14.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Basse_Kotto,retournes,provision_nfi_essentiels,provision_abri,nsp,33.7%,22.3%,12.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Vakaga,hote,provision_materiel,provision_abri,argent_materiel,26.7%,20.5%,17.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Vakaga,deplaces_FA,argent_materiel,provision_nfi_essentiels,argent_nfi_essentiels,32.9%,24.5%,18.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bangui,hote,argent_nfi_essentiels,argent_materiel,aide_securite,20.2%,17.2%,11.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bangui,retournes,argent_loyer,argent_nfi_essentiels,provision_materiel,19.1%,18.0%,12.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bangui,deplaces_FA,provision_nfi_essentiels,argent_loyer,provision_abri,16.6%,16.2%,13.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouaka,deplaces_site,argent_materiel,argent_nfi_essentiels,provision_abri,21.3%,20.7%,16.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouaka,deplaces_FA,provision_abri,provision_nfi_essentiels,argent_materiel,18.8%,18.6%,16.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouaka,hote,provision_nfi_essentiels,provision_materiel,argent_nfi_essentiels,30.1%,16.1%,12.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouaka,retournes,argent_nfi_essentiels,provision_abri,aide_securite,28.5%,25.8%,19.5%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Mambere,hote,argent_nfi_essentiels,argent_materiel,argent_loyer,23.4%,22.5%,16.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Mambere,deplaces_FA,provision_nfi_essentiels,aide_securite,provision_abri,22.8%,15.4%,14.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Mambere,retournes,provision_nfi_essentiels,provision_materiel,argent_materiel,18.7%,17.5%,16.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham_Pende,hote,provision_abri,argent_materiel,provision_nfi_essentiels,22.4%,17.7%,14.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham_Pende,deplaces_FA,provision_abri,argent_nfi_essentiels,provision_nfi_essentiels,31.7%,14.4%,14.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouham_Pende,retournes,provision_nfi_essentiels,argent_nfi_essentiels,provision_abri,21.4%,19.0%,17.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Gribizi,deplaces_site,argent_materiel,argent_nfi_essentiels,aide_reparation_abris,26.1%,21.1%,11.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Gribizi,hote,argent_nfi_essentiels,argent_materiel,aide_reparation_abris,24.5%,19.6%,16.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Gribizi,deplaces_FA,provision_abri,aide_reparation_abris,argent_nfi_essentiels,23.4%,16.1%,16.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Gribizi,retournes,argent_materiel,provision_nfi_essentiels,provision_materiel,30.1%,20.9%,20.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mbomou,hote,argent_materiel,argent_nfi_essentiels,provision_abri,19.5%,18.1%,13.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mbomou,retournes,provision_abri,aide_securite,provision_nfi_essentiels,25.2%,19.4%,15.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mbomou,deplaces_site,argent_nfi_essentiels,provision_abri,argent_loyer,20.4%,15.9%,15.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mbomou,deplaces_FA,argent_materiel,aide_securite,provision_abri,32.3%,28.4%,17.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mambere_Kadei,deplaces_FA,argent_materiel,argent_nfi_essentiels,provision_abri,25.8%,25.5%,14.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mambere_Kadei,hote,provision_abri,argent_materiel,provision_materiel,18.5%,17.5%,16.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ombella_MPoko,deplaces_FA,argent_nfi_essentiels,provision_nfi_essentiels,argent_materiel,21.9%,14.3%,13.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ombella_MPoko,hote,provision_nfi_essentiels,argent_materiel,provision_abri,26.2%,26.1%,13.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Kemo,hote,provision_materiel,provision_abri,aide_reparation_abris,22.1%,17.9%,16.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Kemo,deplaces_FA,provision_abri,argent_materiel,argent_nfi_essentiels,21.8%,20.6%,16.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haut_Mbomou,deplaces_site,argent_materiel,provision_materiel,argent_loyer,22.0%,21.0%,13.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haut_Mbomou,deplaces_FA,argent_loyer,argent_materiel,provision_abri,23.9%,19.5%,18.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haut_Mbomou,hote,aide_securite,argent_materiel,provision_nfi_essentiels,25.1%,21.6%,12.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haute_Kotto,deplaces_FA,argent_nfi_essentiels,provision_abri,aide_securite,17.3%,16.3%,16.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haute_Kotto,hote,argent_nfi_essentiels,aide_reparation_abris,provision_abri,21.4%,17.2%,15.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haute_Kotto,retournes,provision_abri,argent_materiel,provision_materiel,20.2%,15.5%,14.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haute_Kotto,deplaces_site,argent_nfi_essentiels,argent_materiel,provision_abri,31.6%,21.5%,14.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Lobaye,deplaces_FA,provision_abri,provision_materiel,provision_nfi_essentiels,30.6%,23.8%,17.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Lobaye,hote,argent_materiel,provision_abri,provision_materiel,23.4%,13.9%,13.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Haut_Mbomou,retournes,argent_materiel,aide_securite,argent_nfi_essentiels,20.9%,19.2%,17.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mambere_Kadei,retournes,provision_abri,argent_nfi_essentiels,argent_materiel,20.6%,19.2%,13.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Sangha_Mbaere,hote,argent_materiel,argent_nfi_essentiels,provision_materiel,23.9%,23.4%,19.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Sangha_Mbaere,deplaces_FA,provision_abri,argent_materiel,argent_nfi_essentiels,24.3%,21.5%,18.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bamingui_Bangoran,retournes,cash_livres,cash_fournitures,acces_transport,23.2%,15.4%,14.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bamingui_Bangoran,hote,cash_frais,cash_fournitures,prov_fournitures,25.2%,23.7%,13.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bamingui_Bangoran,deplaces_site,cash_frais,cash_nourriture,cash_fournitures,27.4%,20.8%,19.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bamingui_Bangoran,deplaces_FA,cash_frais,prov_livres,prov_fournitures,21.4%,15.2%,13.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham,hote,cash_frais,cash_fournitures,prov_fournitures,24.2%,21.5%,12.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham,deplaces_site,cash_frais,cash_fournitures,cash_nourriture,22.9%,20.8%,17.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham,deplaces_FA,cash_fournitures,cash_frais,prov_livres,33.1%,23.1%,17.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham,retournes,prov_fournitures,acces_repas,prov_livres,19.7%,16.6%,14.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Basse_Kotto,deplaces_site,cash_frais,cash_fournitures,cash_livres,34.3%,27.9%,14.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Basse_Kotto,deplaces_FA,cash_fournitures,autre,prov_fournitures,24.4%,20.2%,16.9%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Basse_Kotto,hote,prov_fournitures,cash_fournitures,prov_livres,24.5%,13.7%,12.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Basse_Kotto,retournes,prov_fournitures,prov_livres,cash_frais,31.2%,23.1%,12.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Vakaga,hote,cash_frais,cash_fournitures,prov_fournitures,25.7%,15.8%,15.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Vakaga,deplaces_FA,cash_frais,cash_fournitures,cash_nourriture,28.0%,14.8%,13.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bangui,hote,cash_frais,prov_fournitures,cash_fournitures,22.3%,18.8%,17.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bangui,retournes,cash_frais,prov_fournitures,cash_fournitures,22.3%,18.4%,17.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bangui,deplaces_FA,cash_frais,cash_fournitures,cash_livres,24.1%,19.9%,13.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouaka,deplaces_site,cash_fournitures,cash_frais,cash_livres,25.4%,21.4%,16.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouaka,deplaces_FA,cash_fournitures,cash_frais,cash_nourriture,26.5%,25.4%,16.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouaka,hote,prov_fournitures,prov_livres,cash_fournitures,23.0%,15.2%,13.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouaka,retournes,acces_repas,cash_fournitures,prov_fournitures,32.2%,27.8%,16.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Mambere,hote,cash_frais,prov_fournitures,cash_fournitures,23.2%,21.0%,15.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Mambere,deplaces_FA,prov_fournitures,cash_frais,cash_fournitures,23.9%,17.9%,13.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Mambere,retournes,cash_frais,prov_fournitures,cash_fournitures,22.8%,19.8%,15.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham_Pende,hote,prov_fournitures,prov_livres,cash_fournitures,23.1%,16.1%,12.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham_Pende,deplaces_FA,prov_fournitures,prov_livres,cash_nourriture,28.3%,19.7%,18.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ouham_Pende,retournes,prov_fournitures,cash_livres,prov_uniformes,22.1%,14.5%,11.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Gribizi,deplaces_site,cash_fournitures,cash_frais,cash_livres,29.1%,28.7%,16.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Gribizi,hote,cash_frais,cash_livres,cash_transport,27.7%,16.5%,15.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Gribizi,deplaces_FA,cash_frais,cash_livres,acces_repas,34.9%,17.9%,11.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Nana_Gribizi,retournes,cash_fournitures,cash_nourriture,cash_frais,24.7%,23.8%,14.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mbomou,hote,cash_frais,cash_fournitures,prov_fournitures,27.2%,19.4%,16.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mbomou,retournes,cash_frais,cash_nourriture,acces_repas,35.2%,25.6%,24.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mbomou,deplaces_site,cash_frais,cash_fournitures,prov_livres,35.7%,29.2%,11.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mbomou,deplaces_FA,cash_frais,cash_fournitures,prov_livres,31.5%,18.2%,13.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mambere_Kadei,deplaces_FA,cash_frais,cash_fournitures,acces_transport,32.9%,16.9%,11.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mambere_Kadei,hote,cash_frais,cash_fournitures,prov_fournitures,28.0%,22.0%,12.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ombella_MPoko,deplaces_FA,prov_fournitures,cash_frais,cash_fournitures,19.1%,19.0%,15.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ombella_MPoko,hote,cash_fournitures,cash_frais,prov_fournitures,19.1%,18.9%,14.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Kemo,hote,prov_fournitures,acces_repas,prov_livres,23.0%,15.8%,15.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Kemo,deplaces_FA,prov_fournitures,cash_frais,cash_fournitures,21.6%,17.2%,16.1%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haut_Mbomou,deplaces_site,cash_frais,cash_fournitures,cash_nourriture,25.8%,19.2%,10.5%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haut_Mbomou,deplaces_FA,cash_fournitures,cash_frais,prov_uniformes,24.9%,19.8%,10.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haut_Mbomou,hote,cash_frais,cash_fournitures,prov_fournitures,27.2%,23.4%,11.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haute_Kotto,deplaces_FA,cash_fournitures,prov_fournitures,cash_frais,21.9%,21.0%,19.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haute_Kotto,hote,cash_frais,cash_fournitures,prov_fournitures,24.6%,20.0%,16.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haute_Kotto,retournes,cash_fournitures,prov_fournitures,cash_frais,26.0%,21.4%,18.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Haute_Kotto,deplaces_site,prov_fournitures,cash_fournitures,cash_livres,22.8%,22.8%,12.6%
