vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Boali,,agric,petit_commerce,nsp,35.9%,21.9%,14.0%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Bamingui,,agric,petit_commerce,pche,40.6%,14.1%,14.0%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Baoro,,agric,petit_commerce,jtt_agric,37.9%,22.3%,12.7%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Mbaiki,,agric,petit_commerce,pche,37.5%,24.5%,13.7%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Zangba,,agric,pche,petit_commerce,38.8%,23.0%,13.8%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Zemio,,agric,petit_commerce,autre,25.0%,19.2%,14.7%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Batangafo,,petit_commerce,agric,jtt_agric,28.1%,27.5%,19.4%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Yaloke,,agric,petit_commerce,nsp,31.3%,26.3%,15.1%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Bossembele,,agric,petit_commerce,nsp,38.8%,16.5%,13.6%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Carnot,,agric,petit_commerce,pche,25.0%,19.5%,18.2%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Gadzi,,agric,petit_commerce,pche,37.5%,24.0%,14.1%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Gamboula,,agric,jtt_agric,pche,37.4%,16.5%,15.5%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Bambio,,agric,petit_commerce,pche,31.6%,19.5%,14.6%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Boganda,,agric,pche,petit_commerce,39.1%,18.9%,12.6%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Kembe,,agric,petit_commerce,jtt_agric,34.1%,18.7%,12.9%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Satema,,agric,pche,petit_commerce,37.2%,19.6%,15.4%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Markounda,,agric,petit_commerce,pche,53.0%,19.3%,8.12%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Mongoumba,,agric,pche,petit_commerce,35.0%,19.1%,17.0%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Dede_Mokouba,,agric,pche,nsp,36.4%,21.5%,10.9%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Sosso_Nakombo,,agric,pche,petit_commerce,34.8%,14.5%,12.3%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Nola,,agric,pche,petit_commerce,40.0%,25.2%,11.6%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Boganangone,,agric,pche,petit_commerce,42.0%,14.7%,14.5%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Boda,,agric,petit_commerce,pche,29.1%,28.3%,9.74%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Amada_Gaza,,agric,pche,petit_commerce,32.1%,21.2%,16.6%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Bayanga,,agric,pche,petit_commerce,37.5%,19.0%,14.6%
mssc_2_source_rev_1 mssc_2_source_rev_2 mssc_2_source_rev_3,Bogangolo,,agric,pche,petit_commerce,40.7%,21.0%,13.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ndele,,route_non_access,distance,attente_longue,27.5%,22.0%,14.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bouca,,manque_recip,attente_longue,distance,32.4%,22.3%,17.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Alindao,,manque_recip,attente_longue,aucune,41.1%,13.6%,13.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Birao,,manque_recip,attente_longue,distance,29.5%,22.5%,13.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bangui,,attente_longue,manque_recip,distance,23.8%,17.0%,16.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mobaye,,manque_recip,aucune,distance,37.3%,13.1%,12.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bambari,,manque_recip,qualite_eau,attente_longue,30.3%,12.9%,11.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bouar,,attente_longue,manque_recip,raisons_fin,31.1%,23.5%,14.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bocaranga,,distance,manque_recip,attente_longue,27.4%,15.3%,13.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bossangoa,,manque_recip,attente_longue,distance,27.3%,22.1%,14.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Kaga_Bandoro,,manque_recip,attente_longue,nsp,27.7%,20.3%,20.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Koui,,distance,route_dangereux,manque_recip,25.8%,15.0%,14.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bakala,,manque_recip,attente_longue,distance,38.0%,14.8%,14.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bangassou,,distance,manque_recip,attente_longue,25.9%,23.5%,11.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nana_Bakassa,,distance,manque_recip,attente_longue,28.2%,25.8%,23.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Rafai,,manque_recip,distance,qualite_eau,27.5%,18.4%,15.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ngaoundaye,,distance,manque_recip,attente_longue,24.0%,18.5%,12.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ippy,,manque_recip,qualite_eau,attente_longue,37.4%,23.1%,8.78%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Berberati,,distance,manque_recip,raisons_fin,20.8%,16.9%,15.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mbres,,manque_recip,attente_longue,aucune,39.8%,21.5%,12.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bimbo,,manque_recip,qualite_eau,attente_longue,29.0%,23.2%,12.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Grimari,,manque_recip,attente_longue,qualite_eau,37.1%,16.7%,14.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Sibut,,manque_recip,attente_longue,distance,34.0%,15.7%,13.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ndjoukou,,manque_recip,attente_longue,qualite_eau,24.0%,14.0%,13.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Baboua,,attente_longue,manque_recip,distance,18.8%,18.7%,17.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Abba,,manque_recip,route_non_access,attente_longue,25.3%,19.0%,14.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Obo,,distance,attente_longue,source_non_fonct,29.8%,25.4%,16.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Kabo,,manque_recip,attente_longue,aucune,44.0%,24.6%,10.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Kouango,,manque_recip,distance,aucune,35.2%,15.9%,10.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Ouango,,manque_recip,distance,qualite_eau,24.7%,11.8%,11.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Gambo,,attente_longue,manque_recip,distance,25.0%,21.7%,16.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nangha_Boguila,,manque_recip,attente_longue,distance,31.2%,24.0%,10.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Damara,,manque_recip,attente_longue,raisons_fin,32.0%,20.1%,12.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bozoum,,manque_recip,distance,qualite_eau,24.9%,16.0%,14.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bossemtele,,attente_longue,distance,manque_recip,21.4%,18.5%,17.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Paoua,,manque_recip,attente_longue,distance,32.1%,20.0%,13.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Dekoa,,manque_recip,attente_longue,distance,39.0%,15.2%,10.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mala,,manque_recip,distance,attente_longue,29.1%,18.1%,16.7%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bria,,manque_recip,distance,attente_longue,22.0%,14.7%,13.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bakouma,,manque_recip,nsp,distance,37.1%,22.7%,19.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Boali,,manque_recip,attente_longue,distance,28.9%,22.6%,16.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bamingui,,distance,attente_longue,manque_recip,25.3%,22.7%,17.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Baoro,,manque_recip,attente_longue,distance,30.3%,16.8%,10.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mbaiki,,attente_longue,manque_recip,distance,22.6%,19.8%,16.1%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Zangba,,manque_recip,aucune,autre,44.4%,11.8%,8.44%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Zemio,,manque_recip,distance,autre,24.9%,17.0%,10.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Batangafo,,manque_recip,distance,qualite_eau,33.2%,20.1%,11.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Yaloke,,manque_recip,attente_longue,qualite_eau,30.0%,17.7%,16.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bossembele,,manque_recip,attente_longue,distance,31.1%,18.3%,16.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Carnot,,distance,qualite_eau,manque_recip,27.0%,15.3%,13.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Gadzi,,manque_recip,route_non_access,qualite_eau,33.8%,15.6%,13.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Gamboula,,manque_recip,attente_longue,aucune,36.5%,16.8%,13.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bambio,,manque_recip,attente_longue,distance,24.1%,21.1%,18.3%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Boganda,,manque_recip,route_non_access,attente_longue,30.5%,14.1%,13.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Kembe,,manque_recip,distance,qualite_eau,31.2%,21.3%,10.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Satema,,distance,manque_recip,aucune,37.7%,30.5%,11.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Markounda,,manque_recip,attente_longue,distance,28.9%,22.7%,21.5%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Mongoumba,,manque_recip,qualite_eau,distance,23.7%,13.6%,12.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Dede_Mokouba,,distance,manque_recip,attente_longue,20.8%,20.1%,15.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Sosso_Nakombo,,manque_recip,aucune,qualite_eau,24.3%,14.0%,12.4%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Nola,,manque_recip,distance,raisons_fin,22.9%,15.3%,11.9%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Boganangone,,manque_recip,raisons_fin,attente_longue,32.9%,15.1%,15.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Boda,,manque_recip,attente_longue,distance,22.7%,15.2%,13.2%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Amada_Gaza,,distance,attente_longue,route_non_access,22.2%,18.7%,13.8%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bayanga,,manque_recip,raisons_fin,attente_longue,35.4%,21.9%,13.0%
wash_9_insuff_raisons_1 wash_9_insuff_raisons_2 wash_9_insuff_raisons_3,Bogangolo,,attente_longue,manque_recip,distance,22.0%,20.6%,17.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ndele,,argent_nfi_essentiels,argent_materiel,aide_securite,21.9%,17.6%,13.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bouca,,provision_materiel,aide_reparation_abris,argent_nfi_essentiels,25.3%,17.0%,14.5%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Alindao,,provision_nfi_essentiels,provision_abri,argent_nfi_essentiels,25.4%,21.7%,16.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Birao,,provision_materiel,argent_materiel,aide_reparation_abris,23.2%,18.2%,16.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bangui,,argent_nfi_essentiels,argent_materiel,provision_nfi_essentiels,19.6%,15.3%,11.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mobaye,,provision_nfi_essentiels,argent_nfi_essentiels,provision_abri,27.0%,17.7%,15.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bambari,,argent_nfi_essentiels,argent_materiel,provision_nfi_essentiels,20.4%,17.3%,16.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bouar,,argent_materiel,argent_nfi_essentiels,provision_abri,21.0%,18.8%,13.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bocaranga,,provision_nfi_essentiels,provision_abri,argent_materiel,19.7%,18.3%,14.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bossangoa,,argent_nfi_essentiels,argent_materiel,provision_nfi_essentiels,26.9%,21.9%,10.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Kaga_Bandoro,,argent_materiel,argent_nfi_essentiels,aide_reparation_abris,22.7%,21.8%,13.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Koui,,provision_abri,aide_securite,aide_reparation_abris,22.7%,18.8%,13.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bakala,,provision_nfi_essentiels,argent_nfi_essentiels,aide_securite,23.6%,16.4%,15.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bangassou,,argent_materiel,argent_nfi_essentiels,aide_securite,34.3%,22.8%,18.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nana_Bakassa,,argent_nfi_essentiels,provision_nfi_essentiels,argent_materiel,23.1%,20.2%,17.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Rafai,,provision_abri,argent_materiel,aide_reparation_abris,23.1%,20.4%,17.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ngaoundaye,,provision_abri,provision_nfi_essentiels,argent_materiel,28.1%,18.5%,16.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ippy,,provision_nfi_essentiels,provision_materiel,provision_abri,24.1%,21.5%,13.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Berberati,,argent_materiel,argent_nfi_essentiels,provision_abri,21.9%,17.3%,14.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mbres,,argent_nfi_essentiels,provision_nfi_essentiels,aide_reparation_abris,32.0%,18.0%,14.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bimbo,,provision_nfi_essentiels,argent_materiel,aide_reparation_abris,31.4%,30.8%,15.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Grimari,,provision_nfi_essentiels,aide_securite,provision_materiel,35.1%,15.5%,14.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Sibut,,provision_materiel,provision_abri,aide_reparation_abris,19.6%,16.2%,15.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ndjoukou,,provision_abri,aide_reparation_abris,provision_materiel,21.7%,20.5%,13.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Baboua,,provision_nfi_essentiels,argent_nfi_essentiels,aide_securite,24.5%,24.2%,16.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Abba,,argent_nfi_essentiels,provision_nfi_essentiels,argent_materiel,19.8%,19.0%,14.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Obo,,argent_materiel,aide_securite,argent_loyer,23.7%,23.2%,16.5%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Kabo,,argent_nfi_essentiels,argent_materiel,provision_nfi_essentiels,30.8%,27.0%,18.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Kouango,,provision_nfi_essentiels,argent_nfi_essentiels,provision_abri,30.2%,17.8%,12.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Ouango,,provision_materiel,provision_nfi_essentiels,argent_nfi_essentiels,20.9%,15.3%,14.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Gambo,,argent_materiel,provision_nfi_essentiels,provision_abri,22.0%,20.7%,20.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nangha_Boguila,,argent_nfi_essentiels,provision_nfi_essentiels,provision_materiel,26.2%,20.8%,16.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Damara,,argent_materiel,provision_materiel,provision_abri,23.6%,21.0%,20.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bozoum,,provision_abri,provision_nfi_essentiels,provision_materiel,28.3%,20.7%,10.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bossemtele,,provision_nfi_essentiels,provision_abri,argent_materiel,20.9%,18.2%,17.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Paoua,,provision_abri,argent_materiel,provision_nfi_essentiels,21.1%,16.3%,15.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Dekoa,,argent_nfi_essentiels,provision_materiel,provision_abri,18.5%,18.0%,16.5%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mala,,provision_abri,provision_materiel,aide_reparation_abris,27.5%,24.9%,16.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bria,,provision_abri,argent_nfi_essentiels,provision_materiel,20.3%,18.1%,12.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bakouma,,provision_abri,provision_nfi_essentiels,provision_materiel,28.1%,23.5%,13.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Boali,,argent_nfi_essentiels,provision_nfi_essentiels,provision_materiel,20.1%,19.3%,15.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bamingui,,argent_materiel,provision_abri,argent_nfi_essentiels,26.0%,21.6%,16.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Baoro,,provision_nfi_essentiels,argent_nfi_essentiels,provision_materiel,25.6%,18.6%,15.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mbaiki,,argent_materiel,aide_securite,provision_materiel,24.4%,16.0%,15.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Zangba,,provision_nfi_essentiels,provision_abri,argent_nfi_essentiels,29.7%,14.0%,13.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Zemio,,aide_securite,provision_abri,argent_materiel,19.0%,18.4%,16.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Batangafo,,argent_nfi_essentiels,argent_materiel,provision_abri,20.4%,18.3%,16.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Yaloke,,argent_materiel,provision_nfi_essentiels,argent_nfi_essentiels,21.7%,19.5%,19.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bossembele,,provision_nfi_essentiels,argent_nfi_essentiels,aide_reparation_abris,30.3%,12.5%,11.2%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Carnot,,provision_nfi_essentiels,argent_nfi_essentiels,provision_abri,23.4%,20.6%,18.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Gadzi,,provision_abri,provision_materiel,provision_nfi_essentiels,21.8%,19.1%,15.3%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Gamboula,,argent_materiel,provision_abri,provision_nfi_essentiels,22.3%,18.5%,17.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bambio,,argent_materiel,argent_nfi_essentiels,provision_abri,19.3%,18.8%,18.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Boganda,,provision_abri,argent_materiel,argent_nfi_essentiels,22.6%,20.4%,18.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Kembe,,provision_abri,provision_nfi_essentiels,argent_nfi_essentiels,27.4%,22.6%,15.8%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Satema,,provision_abri,provision_nfi_essentiels,argent_nfi_essentiels,32.7%,17.9%,16.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Markounda,,argent_nfi_essentiels,provision_materiel,aide_securite,20.4%,15.6%,15.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Mongoumba,,argent_materiel,aide_securite,argent_nfi_essentiels,20.5%,16.2%,12.9%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Dede_Mokouba,,argent_materiel,provision_abri,argent_nfi_essentiels,28.0%,17.7%,17.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Sosso_Nakombo,,provision_abri,argent_materiel,argent_nfi_essentiels,25.4%,24.4%,17.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Nola,,argent_materiel,argent_nfi_essentiels,provision_materiel,25.0%,22.6%,20.0%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Boganangone,,provision_abri,argent_nfi_essentiels,provision_nfi_essentiels,23.8%,19.8%,15.6%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Boda,,provision_abri,provision_materiel,argent_nfi_essentiels,23.1%,18.6%,15.1%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Amada_Gaza,,argent_materiel,provision_abri,provision_materiel,37.2%,33.3%,23.4%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bayanga,,argent_materiel,argent_nfi_essentiels,provision_abri,23.2%,22.1%,17.7%
nfi_7_assistance_1 nfi_7_assistance_2 nfi_7_assistance_3,Bogangolo,,aide_reparation_abris,provision_materiel,provision_abri,24.2%,17.1%,16.0%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Ndele,,cash_fournitures,cash_frais,prov_fournitures,25.9%,23.7%,13.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bouca,,cash_frais,cash_fournitures,prov_livres,26.0%,20.1%,19.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Alindao,,cash_fournitures,prov_fournitures,cash_frais,23.2%,17.8%,16.4%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Birao,,cash_frais,cash_fournitures,prov_livres,24.5%,16.0%,14.8%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bangui,,cash_frais,cash_fournitures,prov_fournitures,21.9%,17.8%,17.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Mobaye,,prov_fournitures,cash_livres,cash_transport,29.9%,24.8%,21.9%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bambari,,cash_fournitures,cash_livres,cash_frais,24.8%,15.6%,15.2%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bouar,,cash_frais,prov_fournitures,cash_fournitures,25.8%,20.7%,14.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bocaranga,,prov_fournitures,cash_frais,cash_fournitures,20.4%,18.5%,12.6%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bossangoa,,cash_frais,cash_fournitures,cash_livres,33.5%,14.7%,13.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Kaga_Bandoro,,cash_frais,cash_fournitures,cash_nourriture,22.1%,19.6%,16.3%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Koui,,prov_fournitures,prov_livres,cash_frais,18.8%,15.0%,13.7%
educ_6_reponse_1 educ_6_reponse_2 educ_6_reponse_3,Bakala,,prov_fournitures,acces_repas,cash_frais,27.4%,17.9%,15.4%
